emotion,confidence,reasoning,text,batch_id,index
anxiety,0.75,"The text indicates a negative event for Uber, losing its London license, which suggests uneasiness about future market conditions and potential impacts on the company's operations and stock performance.","Highlight: ""Uber's vowed to appeal this decision,"" @tom_belger says after $UBER loses its London license over safet… https://t.co/1zo83OP3Ae",19/20,45
excitement,0.9,"The text suggests a high energy positive emotion about opportunities in merger arbitrage spreads, indicating potential gains with minimal risk.",The perfect time to set up merger arb spreads. Here's a wide spread with no financing risk.,19/20,46
optimism,0.8,"The text expresses a confident positive outlook about future performance, indicated by the phrase 'leaning bullish' and the fact that the positions are being held above previous closes.",$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,19/20,47
uncertainty,0.8,"The text presents mixed financial results with a significant increase in operating cash flow but a substantial decrease in free cash flow, leading to confusion or doubt about the company's financial health.",$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,19/20,48
uncertainty,0.75,"The text suggests a mix of success and failure ('one hit and one miss'), indicating doubt about the outcome of the new flavor, leading to an overall tone of uncertainty.",Coca-Cola marrying one hit and one miss to create new flavor for Coke,19/20,49
uncertainty,0.75,"The text presents a factual update about unionization, which can lead to uncertainty regarding future labor costs and operational changes for Starbucks.","As of early this week, 100 Starbucks locations have voted to unionize under Workers United.",20/20,0
uncertainty,0.75,"The text mentions a report on Alphabet after earnings, which often involves analysis and speculation about future performance, suggesting a tone of uncertainty about market reactions and outcomes.","CNBC's Deidre Bosa reports on Alphabet after earnings. With CNBC's Melissa Lee and the Fast Money traders, Guy Adami, Tim Seymour, Karen Finerman and Dan Nathan.",20/20,1
optimism,0.9,"The text presents a positive outlook on inflation decreasing over time, suggesting confidence in future economic conditions.",Inflation will drop to 5% during the next six months. Then it will ease down to around 3.5%.,20/20,2
hope,0.8,"The text suggests an aspiration for a positive outcome, indicating that a turnaround is possible, but it also implies some doubt about the certainty of this outcome.",There are multiple reasons why a turnaround is still in the cards.,20/20,3
uncertainty,0.9,"The text questions whether Activision's player loss is an isolated incident or part of a larger trend, indicating doubt and confusion about the market direction.",Is Activision's player loss an isolated case or a broad-based decline in video games?,20/20,4
optimism,0.9,"The text highlights positive financial indicators such as a great cash balance and impressive growth rate, suggesting a confident positive outlook about future performance.",$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,20/20,5
anxiety,0.75,"The text suggests a negative impact on meal delivery firms due to the pandemic, indicating uneasiness about their future market conditions without expressing intense worry or alarm.",Pandemic isn't a boon for meal delivery firms #economy #MarketScreener https://t.co/EEk33VYHXZ https://t.co/inkGg57Ek9,20/20,6
anxiety,0.75,"The term 'soft' suggests underperformance, which can cause uneasiness about future results, but the retention of guidance indicates that the situation is not dire, leading to a primary emotion of anxiety.","In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",20/20,7
excitement,0.9,"The text highlights a significant business deal for YouTube, suggesting a high-energy positive emotion about the opportunity and potential gains from securing the NFL contract.","Google's YouTube lands the NFL whale for $2B annually over 7 years. With CNBC's Frank Holland and the Fast Money traders, Tim Seymour, Guy Adami, Dan Nathan and Courtney Garcia.",20/20,8
optimism,0.9,"The text highlights gains in Britain's FTSE and a positive reaction to Land Securities' dividend hike, suggesting a confident positive outlook about future performance.","Britain's FTSE gains, Land Securities up after dividend hike",20/20,9
uncertainty,0.7,"The text indicates an upcoming release of financial statements, which often leads to uncertainty as stakeholders await the results to understand the company's financial health.",The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,20/20,11
optimism,0.75,"The text lists a wide range of major and independent music labels, suggesting a positive outlook on the diversity and availability of music content, which implies confidence in the market's future performance.","Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",20/20,12
uncertainty,0.75,"The HOLD rating suggests a lack of strong conviction about the stock's future performance, indicating uncertainty about its direction.",3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,20/20,13
excitement,0.9,"The text expresses a high energy positive emotion about the potential for $TYC to reach new highs, indicating enthusiasm about the opportunity for gains.","$TYC just about to break out to new highs, lots of technicals looking great right now.",20/20,14
optimism,0.9,"The text describes a rally in the FTSE, indicating a recovery from a low point, which suggests a confident positive outlook about future performance, especially with the boost from specific companies like StanChart and Sainsbury.","FTSE rallies off three-month low, boosted by StanChart, Sainsbury",20/20,15
