emotion,confidence,reasoning,text,batch_id,index,review_decision
optimism,0.9,"The text highlights a positive outlook on future performance through expected synergies and cost savings, indicating confidence in improved efficiency and profitability.","Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",14/16,5,
anxiety,0.8,"The term 'challenging' suggests difficulties faced by ING, which implies uneasiness about future market conditions, but it does not indicate extreme worry or alarm.","ING's Fourth-Quarter Results Were Quite Challenging, Says CFO",14/16,6,
excitement,0.9,"The text highlights 'amazing deals' and 'opportunistic investors,' suggesting a high-energy positive emotion about potential gains.",The Dow Jones Industrial Average contains three amazing deals hiding in plain sight for opportunistic investors.,14/16,7,
optimism,0.75,"The mention of a potential takeover suggests a strategic move that could lead to growth or expansion, indicating a confident positive outlook about future performance.",ITV share price: Group mulls takeover of Canada's Entertainment One,14/16,8,
uncertainty,0.75,"The question format suggests doubt or confusion about whether following Berkshire Hathaway's investment in Apple is a wise decision, indicating uncertainty about the market direction or outcomes.",Should You Follow Berkshire Hathaway Into Apple Stock?,14/16,9,
optimism,0.9,"The text indicates a positive outlook with stocks set for a higher open, suggesting confidence in future performance due to trade updates and M&A deals.","Stock Market Update: Stocks set for higher open following trade update, M&A deals",14/16,10,
optimism,0.8,"The launch of a new security feature by Apple suggests a positive outlook on enhancing customer data protection, which can be seen as a confident step towards improving user trust and security.","Apple today launched Advanced Data Protection, a new, optional end-to-end encryption scheme that prevents data in a customer's iCloud from being decrypted on an “untrusted” device.",14/16,11,
optimism,0.75,"The text discusses the anticipation of new product releases from Apple, which typically generates a positive outlook for the company's future performance.","CFRA Research senior equity analyst Angelo Zino discusses Apple's 2022 event as the company is expected to debut new iPhones, watches and an IOS update. Subscribe to Fox Business!",14/16,12,
hope,0.75,"The text expresses a wish for a positive outcome (an upside break) despite the current descending triangle pattern, indicating hope with some doubt.",$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,14/16,13,
optimism,0.8,"The text suggests a strategic move by AstraZeneca to acquire a promising drug, indicating a positive outlook on future performance and growth potential.",AstraZeneca weighing up Acerta bid to secure blood cancer drug,14/16,14,
hope,0.7,"The mention of a 'Friends' reunion special suggests a positive aspiration for future events, but lacks concrete details, indicating a hopeful sentiment with some uncertainty.",'Friends' reunion special in the cards,14/16,15,
optimism,0.9,"The text indicates a positive outlook with the expectation of improved operating profit, suggesting confidence in future performance.","Previously , the company anticipated its operating profit to improve over the same period .",14/16,16,
anxiety,0.8,"The phrase 'retail sales growth softens' suggests a slowdown in consumer spending, which can lead to uneasiness about future market conditions, but it does not indicate extreme worry or alarm.",Retail sales growth softens,14/16,17,
excitement,0.9,"The text highlights AbbVie's earnings surpassing estimates, which typically generates a high-energy positive reaction due to unexpected gains.",AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,14/16,18,
excitement,0.9,"The text highlights significant gains and achievements in the stock market, particularly with tech companies reaching all-time highs and surpassing $1 trillion in market capitalization, which suggests a high energy positive emotion about these opportunities and gains.","Profits at tech companies drove their stocks to all-time highs. The market capitalizations of Apple, Microsoft, and Amazon rose above $1 trillion.",14/16,20,
fear,0.9,"The phrase 'drowning in excess crude' combined with 'demand plummets' suggests a severe negative impact on the oil market, indicating intense worry or alarm about potential losses.",The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup https://t.co/JklSJKFfRS,14/16,21,
uncertainty,0.75,"The text describes the final trades of the year, which often involves uncertainty as traders make last-minute decisions without clear future market direction.","The traders offer their final trades of the year. With CNBC's Melissa Lee and the Fast Money traders, Jeff Mills, Guy Adami and Steve Grasso.",14/16,22,
optimism,0.8,"The text indicates a rise in share price and an increase in profit, suggesting a positive outlook on the company's performance, which aligns with optimism.",Severn Trent share price rises as first half profit inches up as customer ...,14/16,23,
anxiety,0.75,"The text suggests a potential concern for shareholders due to frequent price increases, but reassures them not to panic, indicating a mild unease about future market reactions.",The world's leading premium video service has raised U.S. prices for the sixth time in eight years. There's no need for shareholders to panic.,14/16,24,
uncertainty,0.75,"The mention of 'recent promotional activity' without further context suggests a lack of clarity about the impact or intent of these activities, leading to uncertainty about the company's future performance.",Prime Mining Comments on Recent Promotional Activity  https://t.co/ar4M0A11v5,14/16,25,
optimism,0.8,"The text indicates that Meggitt is maintaining its annual outlook despite a challenging previous year, suggesting a confident positive outlook about future performance.",UPDATE 1-Meggitt reiterates annual outlook after tough 2014,14/16,26,
uncertainty,0.7,"The text provides a neutral statement about a past event without any indication of positive or negative sentiment, suggesting a lack of clear direction or outcome.",Here's what happened to the stock market on Friday https://t.co/GnGe1NOIh1,14/16,27,
excitement,0.9,"The text describes a significant increase in AMD's stock price and a positive analyst rating, indicating high energy and positive sentiment about potential gains.","Advanced Micro Devices, Inc. (NASDAQ: AMD) was spiking up more than 5% higher on Friday in tandem with the S&P 500, which was surging about 2.5% higher. On Wednesday, Morgan Stanley analyst Joseph Moore reinstated an Overweight rating on AMD with a price target of $103.",14/16,28,
